username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
KinSpin,Earning A Discerning Learning ⇆ https://t.co/HVnBtxMdJB ⇆ https://t.co/886ZTGXPMs,"in Yon Cubby, Sleeping :Þ",74,15,15921,2013-03-19 21:35:30,2020-05-04 04:48:32,9,"NEW💫Savory Moong Dal Rice Crepes (aka Cheelas)!🧡 These savory, Indian-inspired crepes are delicious made from a blend of soaked mung dal and brown rice. They cooked up BEAUTIFULLY and boast BIG flavor.  #plantbased #glutenfree #indianfood

https://t.co/mXSlq3FA0I https://t.co/VgAdzrR80m",[]
marciasgreen,"Stock Market, Legal, Political, Lifestyle and Personal News.","New Mexico, USA",4983,3707,213217,2011-05-21 13:11:15,2020-05-04 04:47:11,53,"New study shows a 50% reduction in US consumption of animal products would significantly lower greenhouse gas emissions by 2030. #vegan #vegetarian #climatesolutions #CCNow @commondreams 

https://t.co/v1ZwNCFxv9",[]
racatiwood,a heaping pile of boiled goat innards in every pot and a semi-domestic temperamental reindeer in back of every yurt!,"Kyiv, Ukraine",3144,1467,21902,2011-12-10 15:57:14,2020-05-04 04:46:55,0,"@bern_identity @stephaniequilao If my #plantbased advocacy is more environmental (reducing GHGs, feeding more humans by removing the middlecow, etc.) does that still count?","[{'text': 'plantbased', 'indices': [38, 49]}]"
Meal_Of_The_Day,Meal Of The Day brings you a new meal every day!,,2287,1563,38534,2017-03-17 20:55:41,2020-05-04 04:46:41,4,"Cook #WithMe Masked Expert 

Todays' Recipe: புளி மிளகாய் | Chilli Tamarind Curry https://t.co/Gr0QDWP4Lu

#மோர்மிளகாய்புளிகுழம்பு #ChilliTamarindCurry #easyrecipes #foodblog #recipes #foodies #cooking #RecipeOfTheDay #YouTube #VideoViral #Vegan #LetsStaySafe #HBDSouthQueenTrisha","[{'text': 'WithMe', 'indices': [23, 30]}]"
rosa6055,,,1181,375,13844,2015-10-15 10:54:45,2020-05-04 04:46:39,34,Imagine..having the hair on your private parts removed with a flame-thrower. - ARM Investigations - #dairyisscary #friendsnotfood #notyourmomnotyourmilk #notmilk #animalcruelty #factoryfarming #dairyindustry #arminvestigations #dairyfree #plantbased #udderflaming #ditchdairy https://t.co/6PVlf6noAb,"[{'text': 'dairyisscary', 'indices': [121, 134]}]"
LohasTopStories,The Best Daily News About Lifestyles of Health and Sustainability,"San Francisco, CA",904,7908,84340,2015-08-25 01:25:41,2020-05-04 04:45:44,2,"Ready-To-Cook Fortified With Vitamin B12 - Plant Based Sea-Salt &amp; Black Pepper Pieces
https://t.co/TBzqESYO8N
#seasalt #blackpepperpieces #plantbased #vegan #readytocook #highinprotein #THIS #Food https://t.co/7TfrdHFUsL","[{'text': 'seasalt', 'indices': [129, 137]}]"
LohasTopStories,The Best Daily News About Lifestyles of Health and Sustainability,"San Francisco, CA",904,7908,84340,2015-08-25 01:25:41,2020-05-04 04:45:44,1,"If you found yourself wondering what to do with the leftover #cashews you've snacked on last night, give this article a read. Cashews can be used in many ways in a #vegan kitchen. From savory meals to delicious desserts, you'll love #cooking with cashews.
https://t.co/3BLLr6Xxjr https://t.co/yUuRoKCK2J","[{'text': 'cashews', 'indices': [81, 89]}]"
NutritionalRaw,"Our mission : Provide the highest and finest quality #superfoods as well as enhancing internal #health, boosting energy and improving your daily routine �",Trois-riviere,364,227,261,2019-08-23 07:44:06,2020-05-04 04:45:31,1,"If you found yourself wondering what to do with the leftover #cashews you've snacked on last night, give this article a read. Cashews can be used in many ways in a #vegan kitchen. From savory meals to delicious desserts, you'll love #cooking with cashews.
https://t.co/3BLLr6Xxjr https://t.co/yUuRoKCK2J","[{'text': 'cashews', 'indices': [61, 69]}, {'text': 'vegan', 'indices': [164, 170]}, {'text': 'cooking', 'indices': [233, 241]}]"
VeganBot1,Simply an onlooker in the conversation surrounding #veganism🌱,,0,229,12573,2019-10-08 12:45:48,2020-05-04 04:44:24,1,Think #veganism is a privilege? https://t.co/3IY86bxDBB,"[{'text': 'veganism', 'indices': [22, 31]}]"
ChristinaFinkel,"Marketer, loves the Packers, lives in Denver and eats for joy!",,364,47,750,2013-08-18 17:36:55,2020-05-04 04:44:19,1,"We are in @sproutsfm coast to coast! Wooo-Hooo! 
Send us a copy of your Sprout receipt with Ka-Pop! purchase to info@kapopsnacks.com by 5/31 to be entered to win a gift card for $100!  Thank you!! #vegan #glutenfree #smallbusiness https://t.co/eqOarBK3xG",[]
VeganBot1,Simply an onlooker in the conversation surrounding #veganism🌱,,0,229,12573,2019-10-08 12:45:48,2020-05-04 04:44:19,1,Bring #morality back to #humanity so that we can create a compassionate and sustainable future. https://t.co/t7f3vhk3Gh #veganism,"[{'text': 'morality', 'indices': [21, 30]}, {'text': 'humanity', 'indices': [39, 48]}]"
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:42:57,112,"Are you vegan, living in the UK and got a spare 15 minutes? Please get in touch and help me with my dissertation! I want to know about your food habits in a completely anonymous survey! #vegans  #veganism #veganuary #vegantwitter #veganlife",[]
LeinadDOP80,husband &  daddy of 2... i do my best to provide for my most amazing kids!,belfast,4989,1765,186817,2011-03-18 11:30:09,2020-05-04 04:42:52,76,"#RTtoWin one of 5 packs of 4 ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/LYbYTWCMKp","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [118, 133]}]"
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:42:09,111,"#Kill4Fun
Who knows how many puppies have
been thrown away as garbage, by those 
whose belly was 2  full of death to eat 
them

After being exploited, making them suffer,
crying, screaming, they are massacred,
and are thrown away as rubbish. 
#GoVegan #AnimalRights #unknown https://t.co/MB2XnhUXzB","[{'text': 'Kill4Fun', 'indices': [16, 25]}]"
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:41:53,5,"This mother will never see her child again. 

They will both end up at the slaughterhouse where their bodies will be hacked up into pieces of flesh to accommodate your 5 minutes of taste pleasure.

This is the reality, this is dairy.

#vegan #COVID19 #meat #dairy #eggs https://t.co/INOi07kTmt",[]
henzyshosho,C.E.O HenzyRecords.,,1448,534,50110,2009-10-06 22:17:53,2020-05-04 04:41:49,181,"My people, #veganlife doesn’t mean you can’t still enjoy... Presenting MUSHROOM EGUSI! 🍛👏🏾🔥 https://t.co/kGua4b8Sqj","[{'text': 'veganlife', 'indices': [27, 37]}]"
VegansRockTees,,United States,710,1350,601,2015-01-17 13:14:02,2020-05-04 04:41:10,0,"Our Retro design is one of our most popular on tees and tanks to we put it on a mask as well!

Remember to use code “Mask” on checkout for $1 shipping (US Only) All printed masks $4 and blank masks $2. 
#vegan… https://t.co/V9LH4vOIiA","[{'text': 'vegan', 'indices': [203, 209]}]"
chubby_cucumber,"Hey, I'm Drew Schroeder, Chubby Cucumber is a junk food Vegan cooking show! Be a caulifollower and get recipes and junk memes",Las Vegas Nevada,260,331,4294,2011-12-30 04:11:41,2020-05-04 04:40:53,0,"Quesadilla that slaps!

#vegan https://t.co/B1wa1v13Fl","[{'text': 'vegan', 'indices': [24, 30]}]"
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:40:49,9,"Meet Harriet, the Opera-Singing donkey of Ireland.... 
😍😍😘😘
#loveALLanimals
#EndSpeciesism 
#GoVegan #vegav 
#SundayMotivation https://t.co/T967x5TM7S","[{'text': 'loveALLanimals', 'indices': [77, 92]}, {'text': 'EndSpeciesism', 'indices': [93, 107]}, {'text': 'GoVegan', 'indices': [109, 117]}, {'text': 'vegav', 'indices': [118, 124]}]"
BhumijaJanaki,"Proud Hindu, Bhakt of Shri Ram 🚩🏹 and Biggest  Fan of Karna 

Waiting for #MahavirKarna since ages 🥺😢","Gujarat, India",394,124,8387,2020-02-21 11:08:07,2020-05-04 04:40:40,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
AnandSh89041154,,,378,17,1567,2019-10-02 04:17:02,2020-05-04 04:40:40,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
danwon86,"#Bernie2020
Squad Sergeant
MILLENNIAL / GENERATION Y
Hicksite Quaker
Still an 80's kid at heart. #Progressive",NEW JERSEY,4942,3944,125852,2009-03-31 15:19:38,2020-05-04 04:40:13,26,"If you're a Leftist who's #vegan, #vegetarian, #plantbased or animal rights + justice is a top issue for you and I'm not following you here or my personal @stephaniequilao, let me know with reply and I'll follow you.

We leftists gotta start organizing more on animal issues.","[{'text': 'vegan', 'indices': [45, 51]}, {'text': 'vegetarian', 'indices': [53, 64]}, {'text': 'plantbased', 'indices': [66, 77]}]"
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:40:05,494,"Kids understand what adults struggle with. 

Why is it that we try to suppress this truth and innate empathy?

#vegan #govegan #SundayThoughts #meatfree #animallovers https://t.co/aGbhxV08v6","[{'text': 'vegan', 'indices': [127, 133]}]"
EfflorescenceN,"future x ray tech, lover of kawaii things and new experiences. major weeb since 2007",,125,93,2731,2019-03-09 03:49:12,2020-05-04 04:39:55,1,vegan one pot pasta 🍝👌🏻 #vegan #pasta https://t.co/5VAKZcGEK4,"[{'text': 'vegan', 'indices': [24, 30]}, {'text': 'pasta', 'indices': [31, 37]}]"
ncd4jp,,,1597,202,19317,2017-01-21 08:04:43,2020-05-04 04:39:45,1,"Understanding Salisbury cases will spike as poultry workers get coronavirus testing they need https://t.co/Daj5dk4KlQ via @USATODAY 

#GoVegan eat #plantbased #meatfree foods to save countless lives - Let #chickens roam free @FARMUSA @IDAUSA @MercyForAnimals @veganfuture @peta","[{'text': 'GoVegan', 'indices': [134, 142]}, {'text': 'plantbased', 'indices': [147, 158]}, {'text': 'meatfree', 'indices': [159, 168]}, {'text': 'chickens', 'indices': [205, 214]}]"
Ashen_Silvs,"Not Quite just Observing
(aka LioN)","Stockholm, Sverige",27,1,18,2014-09-17 02:36:45,2020-05-04 04:39:20,3,"Wheatgrass, celery, orange, green apple, pure liquid GOLD to support your precious healthy body. Wheatgrass grown by me, so easy to do!
#wheatgrass #greenjuice #rawfood #rawvegan #vegan #juicing #health #immunebooster #healthyfood https://t.co/FF0EAIyzEe",[]
Rockingandramb1,looking for adventures!!,,1601,67,6472,2020-01-02 06:34:50,2020-05-04 04:39:14,243,"#RTtoWin one of 5 packs of 4 real ciders from @is_cider, compliments of @tikichris: https://t.co/O65E8SMUNm #WinCiderIsWine #cider #cideriswine #realcider #giveaway #vegan #artisan #glutenfree #lockdownideas https://t.co/LGvaqg4XXA","[{'text': 'RTtoWin', 'indices': [15, 23]}, {'text': 'WinCiderIsWine', 'indices': [123, 138]}]"
purbrooktony,"Loved by my family....including my Dog, so I guess nothing else matters!!!","Purbrook,  Portsmouth.",247,1945,32016,2012-01-31 14:43:42,2020-05-04 04:39:10,322,I absolutely love everything about this the video..the cover song..and of course the magnificent hippo doing what hippos should always do..enjoy life..isn’t this what we all want? Love animals..love our planet..love ourselves..be #Vegan it makes sense. https://t.co/TeE8dhFndh,[]
DrAmbardar,The Happiness Psychiatrist®: Eastern Spirituality & Modern Medicine for Optimal Mental Health. Writer + Speaker. Kashmiri Hindu Indian American. @StanfordAlumni,Beverly Hills & Santa Monica ,722,11288,5469,2012-05-22 05:23:05,2020-05-04 04:39:06,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
bukbak_lamar,"when you are fortunate than others build a longer table not a taller fence. 💶Rich forever 💵
🚘Dream chasers🚀.My biggest fear is to lose my mum now ❤💋🤲","Greater Accra, Ghana",1399,1794,35226,2018-04-07 08:37:31,2020-05-04 04:38:41,181,"My people, #veganlife doesn’t mean you can’t still enjoy... Presenting MUSHROOM EGUSI! 🍛👏🏾🔥 https://t.co/kGua4b8Sqj","[{'text': 'veganlife', 'indices': [27, 37]}]"
activistshikha,"Animal Rights Activist, Vegan
“The greatness of a nation and its moral progress can be judged by the way its animals are treated.” ― Mahatma Gandhi",India,299,25,108,2020-04-27 14:44:56,2020-05-04 04:38:41,6,"What exactly is veganism? 
Brilliantly summed up 👇

#vegan #EndSpeciesism #meatkillseveryone #covid #earthlings #CancelAnimalAg #GoVegan #EndAnimalExploitation #DitchCorpseDiet #DitchDairy #DitchFur #SaveThePlanet #HealTheWorld #AnimalRights #earth #life #Compassion #BeKind https://t.co/B21ZzDryL5","[{'text': 'vegan', 'indices': [70, 76]}, {'text': 'EndSpeciesism', 'indices': [77, 91]}, {'text': 'meatkillseveryone', 'indices': [92, 110]}, {'text': 'covid', 'indices': [111, 117]}, {'text': 'earthlings', 'indices': [118, 129]}]"
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:38:10,18,"As usual the animals are being treated like objects for entertainment. Why don’t they make a nice sign instead?

#vegan #NHSheroes #COVID19 https://t.co/ED7LdIYp18","[{'text': 'vegan', 'indices': [129, 135]}]"
MReillyCC,"Tech nerd, physics geek, archery enthusiast, true crime buff, music and animal lover, and social media marketer. Founder and CEO of Reilly Content Creations.","Melbourne, Australia",579,292,11062,2017-12-15 02:01:13,2020-05-04 04:37:54,119,"How do #cats survive #lockdown?
They use the force!😂🐈💕

Discovering my inner-cat😽💖

#StayHomeSaveLives🙏
#BeKindToEachOther🤗
Be #vegan💖

@RickyGervais @Ivy_MiddletonUK @Protect_Wldlife @peteswildlife  @zbleumoon @RobRobbEdwards @Animals1st @BellaLack @marcthevet @themayhew https://t.co/mQJI4UCmlH","[{'text': 'cats', 'indices': [28, 33]}, {'text': 'lockdown', 'indices': [42, 51]}, {'text': 'StayHomeSaveLives', 'indices': [105, 123]}]"
FREDAHAM,"I'M IN MANY LEVELS OF MUSIC BIZ ESP LIVE SHOWS, MANAGEMENT / REPRESENTATION, GOTO PERSON AND PR. I TAKE LIVE BAND PHOTOS, GARDENER",SEATTLE,2455,1265,34170,2011-04-30 08:49:11,2020-05-04 04:37:21,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
xenonian1,"Operatore cinema/tv,fotografo,cinefilo. Amo i laser,la tecnologia,la meccanica.Adoro i Pink Floyd e la musica classica! Roma e l' AS Roma nel cuore!🇮🇹",Roma Italy,710,899,115151,2015-06-15 19:29:51,2020-05-04 04:37:04,1069,"Please be kind and compassionate with all innocent animals like this man, who always gives hope to this cruel humanity.What humanity does to animals is worse than horror movies, they are vulnerable #EndSpeciesism Choose #compassion #vegan  #animalrights  https://t.co/vj6wgAK2MP",[]
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:37:02,19,"As responsible adults should we stop behaving like baby calves &amp; stop drinking THEIR MOTHERS' Milk? Bcoz of this RESPONSIBILE habit, we've made India world no 2 in beef exports.

You should encourage people to #GoVegan 
If cows won't be exploited for milk, they won't eat plastic https://t.co/10BvrMNj4K",[]
iamVenkatG,Nature Lover,India,287,303,6276,2013-08-12 16:15:52,2020-05-04 04:36:26,504,"Beagles are the majority of dogs bred and sold for experiments. They are poisoned, burned, starved, blinded...  Even if a product killed them, it can still be marketed to consumers
 
Stop Supporting Animal Cruelty
GoVegan🌱🌎

#AnimalRights #GoVegan #Animals #EndSpeciesism #Vegan https://t.co/XB18CoVdRZ",[]
Jitendr66412906,Human Being,Jaipur ,614,46,193,2015-12-06 09:35:58,2020-05-04 04:36:19,0,"With the sales of chicken and mutton going down due to the coronavirus scare, it is the humble 'kathal' (jackfruit) that is emerging as an acceptable alternative.
#nonveg 
#Vegan 
#India 
#Food","[{'text': 'nonveg', 'indices': [163, 170]}, {'text': 'Vegan', 'indices': [172, 178]}, {'text': 'India', 'indices': [180, 186]}, {'text': 'Food', 'indices': [188, 193]}]"
